,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
1,Giannis Antetokounmpo,MIL,F,14,35.2,32.1,12.1,6.1,0.5,1.4,0.1,61.0,57.9,3.0,0.8,18.2,13.1,21.4,5.8,10.0,0.9,0.1,2.9,58.5
2,Anthony Davis,LAL,C,13,35.0,30.7,11.4,2.8,1.3,1.8,0.9,56.7,78.4,2.1,2.2,41.4,10.7,18.8,8.4,10.7,0.6,0.0,1.8,56.0
3,Jayson Tatum,BOS,F,15,36.5,29.9,8.1,5.9,1.4,0.5,4.3,46.4,81.3,2.9,11.0,39.4,9.3,20.1,6.9,8.5,0.5,0.0,2.7,51.5
4,Nikola Jokic,DEN,C,10,38.2,29.7,13.7,11.7,1.7,1.0,2.2,56.3,84.3,4.1,3.9,56.4,10.8,19.2,5.9,7.0,0.9,0.6,2.0,67.7
5,Paolo Banchero,ORL,F,5,36.4,29.0,8.8,5.6,0.6,0.8,2.2,49.5,64.4,2.2,6.4,34.4,9.6,19.4,7.6,11.8,0.4,0.0,2.6,50.0
6,De'Aaron Fox,SAC,G,15,37.4,28.8,5.0,5.7,1.7,0.1,2.2,50.6,83.8,3.7,6.2,35.5,10.5,20.8,5.5,6.6,0.3,0.0,2.9,45.2
7,Shai Gilgeous-Alexander,OKC,G,16,34.1,28.7,5.1,6.2,1.8,1.1,1.8,50.0,89.6,2.6,5.4,33.7,9.9,19.9,7.0,7.8,0.1,0.0,1.8,50.3
8,LaMelo Ball,CHA,G,14,33.2,28.4,4.8,6.6,1.2,0.2,4.5,42.6,88.7,4.4,12.4,36.2,9.7,22.8,4.5,5.1,0.1,0.0,4.1,44.0
T9,Luka Doncic,DAL,G,14,36.6,28.1,7.6,7.6,1.6,0.4,3.2,43.5,78.3,3.3,9.9,32.4,9.9,22.6,5.1,6.6,0.3,0.0,2.8,51.2
T9,Anthony Edwards,MIN,G,14,37.1,28.1,5.1,3.8,1.1,0.5,4.8,47.6,75.4,3.1,11.3,42.4,10.0,21.0,3.3,4.4,0.0,0.0,2.1,41.6
11,Kevin Durant,PHO,F,9,38.9,27.6,6.6,3.4,0.8,1.4,2.7,55.3,83.6,3.3,6.2,42.9,9.9,17.9,5.1,6.1,0.0,0.0,1.8,43.9
12,Karl-Anthony Towns,NYK,F,14,32.9,26.8,12.2,2.9,0.8,0.7,2.6,55.1,85.0,1.9,5.3,50.0,9.6,17.5,4.9,5.7,0.9,0.0,3.4,48.5
13,Jalen Brunson,NYK,G,15,34.3,25.2,2.9,7.3,0.6,0.0,2.5,47.6,83.0,2.3,6.3,40.4,8.7,18.3,5.2,6.3,0.3,0.0,2.2,39.1
14,Tyrese Maxey,PHI,G,8,37.3,25.1,3.0,3.6,1.4,0.5,2.8,39.3,83.0,1.9,10.4,26.5,8.8,22.3,4.9,5.9,0.0,0.0,2.6,37.9
T15,Jaylen Brown,BOS,F,11,36.7,24.8,6.7,4.4,1.1,0.4,2.0,42.9,77.4,2.5,6.8,29.3,8.5,19.7,5.9,7.6,0.2,0.0,3.0,41.3
T15,Damian Lillard,MIL,G,12,35.8,24.8,4.6,7.2,0.8,0.2,2.8,43.2,90.9,2.8,9.0,31.5,7.7,17.8,6.7,7.3,0.2,0.0,1.8,41.3
17,Cam Thomas,BKN,G,14,34.2,24.6,3.4,3.1,0.9,0.1,2.9,45.8,86.5,2.8,7.3,39.2,8.1,17.8,5.5,6.4,0.0,0.0,2.0,33.3
T18,Donovan Mitchell,CLE,G,16,31.0,24.3,4.4,3.9,1.4,0.3,3.6,46.5,83.1,1.9,8.9,40.1,8.7,18.7,3.4,4.1,0.1,0.0,2.2,38.6
T18,Kyrie Irving,DAL,G,14,34.5,24.3,4.4,5.2,1.3,0.2,3.0,54.5,85.7,1.9,5.6,53.8,9.1,16.8,3.0,3.5,0.0,0.0,2.0,40.0
20,Tyler Herro,MIA,G,13,33.8,24.2,4.9,5.2,0.6,0.2,4.4,48.9,88.0,2.6,9.7,45.2,8.2,16.8,3.4,3.8,0.1,0.0,2.0,37.6
21,Devin Booker,PHO,G,16,36.7,24.1,3.7,6.4,1.0,0.4,2.6,43.8,88.6,2.1,7.6,33.9,7.9,18.0,5.8,6.6,0.1,0.0,2.2,40.5
22,LeBron James,LAL,F,14,35.4,23.5,8.1,9.4,0.6,0.4,2.3,51.5,74.0,3.6,5.5,41.6,8.6,16.6,4.1,5.5,0.6,0.4,1.3,47.0
T23,Norman Powell,LAC,G,15,33.5,23.3,3.1,2.3,1.1,0.2,3.9,49.0,81.7,2.1,7.9,48.7,8.1,16.5,3.3,4.0,0.1,0.0,1.9,32.3
T23,Cade Cunningham,DET,G,16,36.4,23.3,7.3,8.8,0.9,0.9,2.3,44.6,81.2,4.6,6.1,37.1,8.8,19.6,3.5,4.3,0.5,0.3,2.6,46.0
T25,Brandon Ingram,NOP,F,15,33.4,23.2,5.9,5.3,0.9,0.5,2.5,46.6,86.0,3.9,6.7,37.0,9.1,19.6,2.5,2.9,0.0,0.0,2.6,38.7
T25,RJ Barrett,TOR,F,12,34.1,23.2,6.4,6.5,0.9,0.3,2.1,42.2,69.7,3.3,6.2,33.8,8.3,19.8,4.4,6.3,0.3,0.1,2.6,40.9
27,Stephen Curry,GSW,G,11,29.1,23.0,5.2,6.5,1.8,0.6,4.1,49.1,95.0,3.6,9.3,44.1,7.7,15.7,3.5,3.6,0.1,0.0,1.3,42.8
T28,Jaren Jackson,MEM,F,14,28.9,22.9,5.7,1.1,1.4,1.7,1.9,52.8,80.2,2.3,5.2,35.6,8.2,15.6,4.6,5.8,0.0,0.0,3.2,38.3
T28,DeMar DeRozan,SAC,F,12,36.6,22.9,4.1,4.1,1.7,0.7,0.8,52.6,85.9,1.9,2.1,40.0,8.5,16.2,5.1,5.9,0.0,0.0,1.3,39.0
T30,Zion Williamson,NOP,F,6,31.0,22.7,8.0,5.3,0.7,1.2,0.3,45.2,66.7,3.7,1.0,33.3,7.8,17.3,6.7,10.0,0.5,0.0,3.0,42.1
T30,Victor Wembanyama,SAS,C,13,31.5,22.7,10.5,2.8,1.3,3.7,2.9,47.2,87.2,3.5,8.6,33.9,8.3,17.6,3.2,3.6,0.4,0.0,2.0,51.0
32,Franz Wagner,ORL,F,16,31.4,22.3,5.6,5.1,1.6,0.3,2.0,47.0,85.5,2.0,5.8,34.4,8.3,17.7,3.7,4.3,0.1,0.0,2.2,40.0
33,Zach LaVine,CHI,F,13,34.2,22.0,5.2,4.2,0.8,0.5,3.2,51.2,79.6,3.0,7.3,43.2,7.9,15.5,3.0,3.8,0.1,0.0,1.7,35.5
34,Trae Young,ATL,G,15,35.9,21.9,3.9,11.6,1.2,0.1,2.9,38.0,89.0,4.7,8.6,34.1,6.5,17.2,5.9,6.7,0.7,0.0,1.9,43.4
35,Jalen Williams,OKC,F,16,32.6,21.8,6.6,5.3,2.2,1.0,2.0,51.7,81.8,2.1,5.1,39.0,8.8,16.9,2.3,2.8,0.1,0.0,3.0,45.0
36,Julius Randle,MIN,F,14,34.0,21.6,6.5,4.4,0.6,0.1,1.9,50.7,82.7,2.9,4.9,38.2,7.5,14.8,4.8,5.8,0.1,0.0,2.5,35.3
37,Jordan Poole,WAS,G,13,30.0,21.1,2.3,4.6,1.9,0.5,3.4,46.0,90.2,3.2,7.6,44.4,7.1,15.4,3.5,3.9,0.0,0.0,3.5,35.0
T38,Ja Morant,MEM,G,8,27.9,20.6,5.0,9.1,0.6,0.3,1.0,44.8,83.3,4.3,3.9,25.8,7.0,15.6,5.6,6.8,0.6,0.1,1.8,38.7
T38,Darius Garland,CLE,G,16,30.3,20.6,2.4,7.0,1.2,0.3,2.9,49.2,93.5,2.6,6.7,43.0,7.5,15.3,2.7,2.9,0.2,0.0,2.3,35.8
40,Pascal Siakam,IND,F,15,34.0,20.5,6.3,3.8,0.8,0.1,2.0,55.3,77.6,1.4,4.3,46.9,8.0,14.5,2.5,3.3,0.1,0.0,2.9,35.2
T41,James Harden,LAC,G,16,34.9,20.3,7.7,8.8,1.5,0.9,2.5,37.2,86.6,4.4,7.8,32.0,5.9,15.8,6.1,7.0,0.6,0.1,2.4,45.5
T41,Nikola Vucevic,CHI,C,16,32.3,20.3,9.6,3.2,0.8,0.9,2.1,58.1,84.8,1.6,4.4,46.5,8.3,14.2,1.8,2.1,0.6,0.0,2.4,39.9
43,Domantas Sabonis,SAC,C,13,36.6,20.2,12.5,6.6,0.6,0.5,0.9,64.1,84.7,3.4,2.3,40.0,7.7,12.0,3.8,4.5,0.9,0.2,3.6,45.0
44,Joel Embiid,PHI,C,4,31.3,19.8,7.5,3.5,0.5,1.0,0.8,37.9,100.0,3.3,4.5,16.7,5.5,14.5,8.0,8.0,0.3,0.0,2.8,35.3
45,Coby White,CHI,G,16,32.8,19.5,3.3,4.6,1.3,0.3,3.5,45.0,88.9,2.8,8.9,39.2,6.5,14.4,3.0,3.4,0.0,0.0,2.6,32.0
46,Jalen Green,HOU,G,16,32.4,19.4,4.9,2.9,0.9,0.3,2.6,39.3,85.2,2.6,8.2,32.1,6.8,17.2,3.3,3.8,0.1,0.0,2.0,30.6
47,Scottie Barnes,TOR,F,4,33.5,19.3,7.8,6.0,2.0,0.5,0.5,46.0,73.9,4.0,2.8,18.2,7.3,15.8,4.3,5.8,0.3,0.0,3.0,41.1
